edrpou,org_id,reg_date,full_name,edrpou_name,head,hd_nm,r_code,region,addr,activity,kved_orig,kved_10_gr,kved_10_nm,bankruptcy,nm_fl,nm_sh,kved,status
20774790,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗАХІДНИЙ ЕКСПЕРТНО-ТЕХНІЧНИЙ ЦЕНТР ДЕРЖПРАЦІ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗАХІДНИЙ ЕКСПЕРТНО-ТЕХНІЧНИЙ ЦЕНТР ДЕРЖПРАЦІ""",ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ПРАЦІ,ШПЄЛИК МИХАЙЛО МИХАЙЛОВИЧ,UA-46,Львівська,"79037, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ Б.ХМЕЛЬНИЦЬКОГО, будинок 233-А",Технічні випробування та дослідження,71.20,71,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЗАХІДНИЙ ЕКСПЕРТНО-ТЕХНІЧНИЙ ЦЕНТР ДЕРЖПРАЦІ""","ДП ""ЗАХІДНИЙ ЕТЦ""",71.20 Технічні випробування та дослідження,зареєстровано
20794522,0,NA,"ЛЬВІВСЬКЕ ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОПТОВО-РОЗДРІБНИЙ МАГАЗИН ""МЕДТЕХНІКА №1""","ЛЬВІВСЬКЕ ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОПТОВО-РОЗДРІБНИЙ МАГАЗИН ""МЕДТЕХНІКА № 1""",МІНІСТЕРСТВО ОХОРОНИ ЗДОРОВ'Я УКРАЇНИ,ШЕНГОФЕР НАТАЛІЯ ЄВСТАХІЇВНА,UA-46,Львівська,"79071, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ ВОЛОДИМИРА ВЕЛИКОГО, будинок 117",Оптова торгівля фармацевтичними товарами,46.46,46,торгівля,зареєстровано,"ЛЬВІВСЬКЕ ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОПТОВО-РОЗДРІБНИЙ МАГАЗИН ""МЕДТЕХНІКА № 1""",NA,46.46 Оптова торгівля фармацевтичними товарами,зареєстровано
20805467,0,NA,ДИРЕКЦІЯ БУДІВНИЦТВА ДЕРЖАВНОГО ЛЬОНОКОМБІНАТУ М.САМБОРА,ДИРЕКЦІЯ БУДІВНИЦТВА ДЕРЖАВНОГО ЛЬОНОКОМБІНАТУ М.САМБОРА,МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,NA,UA-46,Львівська,"81400, Львівська обл., місто Самбір, ВУЛ. БІСКІВСЬКА, будинок 22",Керівництво підприємствами,74.15,NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне",ДИРЕКЦІЯ БУДІВНИЦТВА ДЕРЖАВНОГО ЛЬОНОКОМБІНАТУ М.САМБОРА,NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
20809399,0,NA,"ДЕРЖАВНЕ МИСЛИВСЬКЕ ГОСПОДАРСТВО ""НЕМИРІВ""","ДЕРЖАВНЕ МИСЛИВСЬКЕ ГОСПОДАРСТВО ""НЕМИРІВ""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,НАКОНЕЧНИЙ ІГОР ВАСИЛЬОВИЧ,UA-46,Львівська,"80316, Львівська обл., Жовківський район, місто Рава-Руська, ВУЛИЦЯ НАЛИВАЙКА, будинок 73","Мисливство, відловлювання тварин і надання пов'язаних із ними послуг",01.70,01,сільське і лісове господарство,"зареєстровано, свідоцтво про державну реєстрацію недійсне","ДЕРЖАВНЕ МИСЛИВСЬКЕ ГОСПОДАРСТВО ""НЕМИРІВ""",NA,"01.70 Мисливство, відловлювання тварин і надання пов'язаних із ними послуг","зареєстровано, свідоцтво про державну реєстрацію недійсне"
20834701,0,NA,"ВАТ ""КІНЕСКОП""","ВІДКРИТЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КІНЕСКОП""",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,ПІЩУХІН МИКОЛА КОНСТАНТИНОВИЧ,UA-46,Львівська,"79015, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ ТУРГЕНЄВА, будинок 73",Виробництво електричних ламп та освітлювального устатковання,31.50,27,виробництво,порушено справу про банкрутство,"ВІДКРИТЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КІНЕСКОП""","ВАТ ""КІНЕСКОП""",32.10.0 ВИРОБНИЦТВО ЕЛЕКТРО- ТА РАДІОКОМПОНЕНТІВ,порушено справу про банкрутство
20842267,258916442,2016-09-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,СИНЯВСЬКИЙ ЮРІЙ ЄВСТАХІЙОВИЧ,UA-46,Львівська,"79495, Львівська обл., місто Львів, місто Винники, ВУЛИЦЯ АКАДЕМІКА ЯВОРНИЦЬКОГО, будинок 34",Надання допоміжних послуг у лісовому господарстві,02.40,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП ""ЛЬВІВСЬКИЙ ЛІСГОСП""",02.40 Надання допоміжних послуг у лісовому господарстві,зареєстровано
22333044,0,NA,ДИРЕКЦІЯ ПО ОРГАНІЗАЦІЇ БУДІВНИЦТВА ЗАХІДНО-УКРАЇНСЬКОГО НАФТОМАСЛОЗАВОДУ,ДЕРЖАВНЕ ПІДПРИЄМСТВО ДИРЕКЦІЯ ПО ОРГАНІЗАЦІЇ БУДІВНИЦТВА ЗАХІДНО-УКРАЇНСЬКОГО НАФТОМАСЛОЗАВОДУ,МІНІСТЕРСТВО ЕНЕРГЕТИКИ ТА ВУГІЛЬНОЇ ПРОМИСЛОВОСТІ УКРАЇНИ,NA,UA-46,Львівська,"79039, Львівська обл., місто Львів, Шевченківський район,  ВУЛ. ЗОЛОТА, будинок 8/39",Діяльність головних управлінь (хед-офісів),74.15,70,дослідження,"зареєстровано, свідоцтво про державну реєстрацію недійсне",ДЕРЖАВНЕ ПІДПРИЄМСТВО ДИРЕКЦІЯ ПО ОРГАНІЗАЦІЇ БУДІВНИЦТВА ЗАХІДНО-УКРАЇНСЬКОГО НАФТОМАСЛОЗАВОДУ,NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
22380635,327339484,2016-10-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВИРОБНИЧО-СЕРВІСНИЙ ЦЕНТР У ЛЬВІВСЬКІЙ ОБЛАСТІ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВИРОБНИЧО-СЕРВІСНИЙ ЦЕНТР У ЛЬВІВСЬКІЙ ОБЛАСТІ""",ДЕРЖАВНА ФІСКАЛЬНА СЛУЖБА УКРАЇНИ,ДУЦЬ ЮРІЙ ІГОРОВИЧ,UA-46,Львівська,"79003, Львівська обл., місто Львів, Сихівський район, ВУЛИЦЯ СТРИЙСЬКА, будинок 35",Управління нерухомим майном за винагороду або на основі контракту,68.32,68,будівництво і нерухомість,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВИРОБНИЧО-СЕРВІСНИЙ ЦЕНТР У ЛЬВІВСЬКІЙ ОБЛАСТІ""","ДП ""ВСЦ У  ЛЬВІВСЬКІЙ ОБЛАСТІ""",68.32 Управління нерухомим майном за винагороду або на основі контракту,зареєстровано
22420665,0,NA,"ЗОЛОЧІВСЬКЕ РАЙОННЕ УПРАВЛІННЯ ІНВЕСТИЦІЙ І КАПІТАЛЬНОГО БУДІВНИЦТВА-""РАЙІНВЕСТБУД""","ЗОЛОЧІВСЬКЕ РАЙОННЕ УПРАВЛІННЯ ІНВЕСТИЦІЙ І КАПІТАЛЬНОГО БУДІВНИЦТВА - ""РАЙІНВЕСТБУД""",ЛЬВІВСЬКА ОБЛАСНА ДЕРЖАВНА АДМІНІСТРАЦІЯ,ВЕНГЕР ТАРАС ВЛАДИСЛАВОВИЧ,UA-46,Львівська,"80700, Львівська обл., Золочівський район, місто Золочів, ВУЛИЦЯ ЗАКАРПАТСЬКА, будинок 3",Діяльність у сфері архітектури,71.12,71,дослідження,в стані припинення,"ЗОЛОЧІВСЬКЕ РАЙОННЕ УПРАВЛІННЯ ІНВЕСТИЦІЙ І КАПІТАЛЬНОГО БУДІВНИЦТВА - ""РАЙІНВЕСТБУД""",НЕМАЄ,"71.12 Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",в стані припинення
22422977,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ТОРГОВО - ПРОМИСЛОВЕ ПІДПРИЄМСТВО ""РАДІОТЕХНІКА""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ТОРГОВО - ПРОМИСЛОВЕ ПІДПРИЄМСТВО ""РАДІОТЕХНІКА""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,СОХЕЦЬКИЙ ЮЛІАН ІВАНОВИЧ,UA-46,Львівська,"79052, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ СЯЙВО, будинок 16",Ремонт і технічне обслуговування інших транспортних засобів,33.20,33,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ТОРГОВО - ПРОМИСЛОВЕ ПІДПРИЄМСТВО ""РАДІОТЕХНІКА""","ТПП ""РАДІОТЕХНІКА""",33.20.2 МОНТАЖ ТА УСТАНОВЛЕННЯ КОНТРОЛЬНО-ВИМІРЮВАЛЬНИХ ПРИЛАДІВ,зареєстровано
22990836,0,NA,ЛЬВІВСЬКА ДЕРЖАВНА ТОРГІВЕЛЬНО-ЗАКУПІВЕЛЬНА БАЗА МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ,ЛЬВІВСЬКА ДЕРЖАВНА ТОРГІВЕЛЬНО-ЗАКУПІВЕЛЬНА БАЗА МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ,МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,NA,UA-46,Львівська,NA,Роздрібна торгівля в неспеціалізованих магазинах з перевагою  продовольчого асортименту,52.11.0,NA,NA,NA,NA,NA,NA,NA
22992255,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЛЬВІВСЬКИЙ КОМБІНАТ ПОБУТОВОГО ОБСЛУГОВУВАННЯ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЛЬВІВСЬКИЙ КОМБІНАТ ПОБУТОВОГО ОБСЛУГОВУВАННЯ""",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,МИХАЙЛОВСЬКИЙ МИКОЛА ЙОСИПОВИЧ,UA-46,Львівська,"79059, Львівська обл., місто Львів, Шевченківський район, ВУЛ.ПЛУГОВА, будинок 12А","Прання, оброблення білизни та інших текстильних виробів",93.01,NA,NA,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЛЬВІВСЬКИЙ КОМБІНАТ ПОБУТОВОГО ОБСЛУГОВУВАННЯ""",ДП МО УКРАЇНИ ЛКПО,"93.01.1 ПРАННЯ, ОБРОБЛЕННЯ БІЛИЗНИ ТА ІНШИХ ТЕКСТИЛЬНИХ ВИРОБІВ",в стані припинення
22995851,0,NA,ЛЬВІВСЬКЕ УПРАВЛІННЯ НАЧАЛЬНИКА РОБІТ,ЛЬВІВСЬКЕ УПРАВЛІННЯ НАЧАЛЬНИКА РОБІТ,МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,ДОМІНІК ПЕТРО ПЕТРОВИЧ,UA-46,Львівська,"79034, Львівська обл., місто Львів, Сихівський район, ВУЛ.ЛУГАНСЬКА, будинок 3",Будівництво житлових і нежитлових будівель,45.21,41,будівництво і нерухомість,в стані припинення,ЛЬВІВСЬКЕ УПРАВЛІННЯ НАЧАЛЬНИКА РОБІТ,ЛЬВІВСЬКЕ УНР,45.21.1 БУДІВНИЦТВО БУДІВЕЛЬ,в стані припинення
23269354,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОРГАН З СЕРТИФІКАЦІЇ ПРОТИКОРОЗІЙНИХ ІЗОЛЯЦІЙНИХ ПОКРИТТІВ ""УКРСЕПРОТРУБОІЗОЛ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОРГАН З СЕРТИФІКАЦІЇ ПРОТИКОРОЗІЙНИХ ІЗОЛЯЦІЙНИХ ПОКРИТТІВ ""УКРСЕПРОТРУБОІЗОЛ""",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,КОВАЛЬ ЮРІЙ МАР'ЯНОВИЧ,UA-46,Львівська,"79601, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ НАУКОВА, будинок 5",Технічні випробування та дослідження,71.20,71,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОРГАН З СЕРТИФІКАЦІЇ ПРОТИКОРОЗІЙНИХ ІЗОЛЯЦІЙНИХ ПОКРИТТІВ ""УКРСЕПРОТРУБОІЗОЛ""","ДП ОС ""УКРСЕПРОТРУБОІЗОЛ""",71.20 Технічні випробування та дослідження,зареєстровано
23885691,0,NA,"ДЕРЖАВНИЙ КОНЦЕРН ""ЛОРТА""","ДЕРЖАВНИЙ КОНЦЕРН ""ЛОРТА""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,ЧАУС  ВОЛОДИМИР МИХАЙЛОВИЧ,UA-46,Львівська,"79040, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ ПАТОНА, будинок 1",Виробництво передавальної апаратури,32.20,26,виробництво,зареєстровано,"ДЕРЖАВНИЙ КОНЦЕРН ""ЛОРТА""","ДК ""ЛОРТА""",32.20.1 ВИРОБНИЦТВО ПЕРЕДАВАЛЬНОЇ АПАРАТУРИ,зареєстровано
24298352,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЛЬВІВСЬКЕ БУДІВЕЛЬНЕ УПРАВЛІННЯ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЛЬВІВСЬКЕ БУДІВЕЛЬНЕ УПРАВЛІННЯ""",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,КОРЧИНСЬКИЙ БОГДАН ПЕТРОВИЧ,UA-46,Львівська,"79059, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ ТВОРЧА, будинок 11",Будівництво житлових і нежитлових будівель,41.20,41,будівництво і нерухомість,порушено справу про банкрутство (санація),"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""ЛЬВІВСЬКЕ БУДІВЕЛЬНЕ УПРАВЛІННЯ""",NA,41.20 Будівництво житлових і нежитлових будівель,порушено справу про банкрутство (санація)
24306494,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКЕ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКЕ""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,ФІРИЧ ВАСИЛЬ ФЕДОРОВИЧ,UA-46,Львівська,"81012, Львівська обл., Яворівський район, село Висіч",Розведення великої рогатої худоби,01.21,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКЕ""","В/Р ""ЛЬВІВСЬКИЙ""",01.21.0 РОЗВЕДЕННЯ ВЕЛИКОЇ РОГАТОЇ ХУДОБИ,зареєстровано
24308317,184944990,2016-07-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ "" ЗАХІДВІЙСЬКБУД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ "" ЗАХІДВІЙСЬКБУД""",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,БРАСЛАВСЬКИЙ ІГОР ЛЕОНІДОВИЧ,UA-46,Львівська,"79040, Львівська обл., місто Львів, Залізничний район, ВУЛ. ГОРОДОЦЬКА, будинок 224",Будівництво житлових і нежитлових будівель,41.20,41,будівництво і нерухомість,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ "" ЗАХІДВІЙСЬКБУД""","ДП МОУ ""ЗАХІДВІЙСЬКБУД""",41.20 Будівництво житлових і нежитлових будівель,зареєстровано
24975953,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВИДАВНИЧО-ПОЛІГРАФІЧНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""АРМІЯ УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВИДАВНИЧО-ПОЛІГРАФІЧНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""АРМІЯ УКРАЇНИ""",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,ЗАВАЛЕНКО ІГОР ВОЛОДИМИРОВИЧ,UA-46,Львівська,"79034, Львівська обл., місто Львів, Сихівський район, ВУЛИЦЯ ТЕРНОПІЛЬСЬКА, будинок 38",Друкування газет,18.11,18,виробництво,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ВИДАВНИЧО-ПОЛІГРАФІЧНЕ ПІДПРИЄМСТВО МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ ""АРМІЯ УКРАЇНИ""","ДП ВПП МО УКРАЇНИ ""АРМІЯ УКРАЇНИ""",18.11 Друкування газет,в стані припинення
