edrpou,org_id,reg_date,full_name,edrpou_name,head,hd_nm,r_code,region,addr,activity,kved_orig,kved_10_gr,kved_10_nm,bankruptcy,nm_fl,nm_sh,kved,status
13806578,0,NA,"ДЕРЖАВНЕ ВИРОБНИЧЕ МАЛЕ ВПРОВАДЖУВАЛЬНЕ ПІДПРИЄМСТВО ""ОПІР""","ДЕРЖАВНЕ ВИРОБНИЧЕ МАЛЕ ВПРОВАДЖУВАЛЬНЕ ПІДПРИЄМСТВО ""ОПІР""",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,NA,UA-46,Львівська,NA,Інформація введена з реєстраційної картки - вид діяльності відсутній,88.88.8,NA,NA,NA,NA,NA,NA,NA
13812076,0,NA,"ДЕРЖАВНЕ МАЛЕ ПІДПРИЄМСТВО ""ЛЕСТА""","ДЕРЖАВНЕ МАЛЕ ПІДПРИЄМСТВО ""ЛЕСТА""",МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ,NA,UA-46,Львівська,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13819977,0,NA,"МАЛЕ НАУКОВО-ВИРОБНИЧЕ ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ТЕРМОІМПУЛЬС""","МАЛЕ НАУКОВО-ВИРОБНИЧЕ ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ТЕРМОІМПУЛЬС""",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,NA,UA-46,Львівська,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13823105,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ РЕГІОНАЛЬНИЙ СПЕЦІАЛІЗОВАНИЙ НАУКОВО-РЕСТАВРАЦІЙНИЙ ІНСТИТУТ ""УКРЗАХІДПРОЕКТРЕСТАВРАЦІЯ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ РЕГІОНАЛЬНИЙ СПЕЦІАЛІЗОВАНИЙ НАУКОВО-РЕСТАВРАЦІЙНИЙ ІНСТИТУТ ""УКРЗАХІДПРОЕКТРЕСТАВРАЦІЯ""","МІНІСТЕРСТВО РЕГІОНАЛЬНОГО РОЗВИТКУ, БУДІВНИЦТВА ТА ЖИТЛОВО-КОМУНАЛЬНОГО ГОСПОДАРСТВА УКРАЇНИ",КУРЕЦЬ ЮРІЙ ПЕТРОВИЧ,UA-46,Львівська,"79008, Львівська обл., місто Львів, Галицький район, ПЛ.СОБОРНА, будинок 3А",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""УКРАЇНСЬКИЙ РЕГІОНАЛЬНИЙ СПЕЦІАЛІЗОВАНИЙ НАУКОВО-РЕСТАВРАЦІЙНИЙ ІНСТИТУТ ""УКРЗАХІДПРОЕКТРЕСТАВРАЦІЯ""","ДП ""УКРЗАХІДПРОЕКТРЕСТАВРАЦІЯ""",72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
13827451,0,NA,"МАЛЕ ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МІКРОС""","МАЛЕ ДЕРЖАВНЕ ПІДПРИЄМСТВО ""МІКРОС""",НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,NA,UA-46,Львівська,NA,Дослідження і розробки в галузі природничих та технічних наук,73.10,NA,NA,NA,NA,NA,NA,NA
14293158,14756574,2016-03-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТРИЙСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ №1"" ДЕРЖАВНОГО АГЕНТСТВА РЕЗЕРВУ УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТРИЙСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ №1"" ДЕРЖАВНОГО АГЕНТСТВА РЕЗЕРВУ УКРАЇНИ""",ДЕРЖАВНЕ АГЕНТСТВО РЕЗЕРВУ УКРАЇНИ,КОЦЮРУБА ВАСИЛЬ ВОЛОДИМИРОВИЧ,UA-46,Львівська,"82400, Львівська обл., місто Стрий, ВУЛИЦЯ ГРАБОВЕЦЬКА, будинок 2",Виробництво продуктів борошномельно-круп'яної промисловості,10.61,10,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТРИЙСЬКИЙ КОМБІНАТ ХЛІБОПРОДУКТІВ №1"" ДЕРЖАВНОГО АГЕНТСТВА РЕЗЕРВУ УКРАЇНИ""","ДП ""СТРИЙСЬКИЙ КХП №1""",10.61 Виробництво продуктів борошномельно-круп'яної промисловості,зареєстровано
14303738,0,NA,"ВІЙСЬКОВЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ЗЕМЛЯ І ВОЛЯ"" МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ","ВІЙСЬКОВЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ЗЕМЛЯ І ВОЛЯ"" МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ",МІНІСТЕРСТВО ОБОРОНИ УКРАЇНИ,ГАЛУШКА ВАСИЛЬ МИХАЙЛОВИЧ,UA-46,Львівська,"80664, Львівська обл., Бродівський район, село Пеняки",Діяльність у сфері оборони,75.22,84,оборона і безпека,в стані припинення,"ВІЙСЬКОВЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО ""ЗЕМЛЯ І ВОЛЯ"" МІНІСТЕРСТВА ОБОРОНИ УКРАЇНИ","ВСГП ""ЗЕМЛЯ І ВОЛЯ""",75.22.0 ДІЯЛЬНІСТЬ У СФЕРІ ОБОРОНИ,в стані припинення
14308380,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНИЙ ЗАВОД ""ХВИЛЯ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНИЙ ЗАВОД ""ХВИЛЯ""",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,СТЕМПКОВСЬКИЙ МИХАЙЛО СЕМЕНОВИЧ,UA-46,Львівська,"79060, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ НАУКОВА, будинок 7",Виробництво електророзподільчої та контрольної апаратури,27.12,27,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНИЙ ЗАВОД ""ХВИЛЯ""","ДП ""ДЗ ""ХВИЛЯ""",27.12 Виробництво електророзподільчої та контрольної апаратури,зареєстровано
14311364,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ФІРМА ""ТВОРЧІСТЬ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ФІРМА ""ТВОРЧІСТЬ""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,ПЛУГАТОР ВОЛОДИМИР СТЕПАНОВИЧ,UA-46,Львівська,"79060, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ НАУКОВА, будинок 7-А",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,73.10,72,дослідження,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ФІРМА ""ТВОРЧІСТЬ""","ДП ФІРМА ""ТВОРЧІСТЬ""",73.10.1 ДОСЛІДЖЕННЯ І РОЗРОБКИ В ГАЛУЗІ ПРИРОДНИЧИХ НАУК,в стані припинення
14311429,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКИЙ НАУКОВО-ДОСЛІДНИЙ РАДІОТЕХНІЧНИЙ ІНСТИТУТ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКИЙ НАУКОВО-ДОСЛІДНИЙ РАДІОТЕХНІЧНИЙ ІНСТИТУТ""","ДЕРЖАВНИЙ КОНЦЕРН ""УКРОБОРОНПРОМ""",ЖУК ІГОР БОГДАНОВИЧ,UA-46,Львівська,"79060, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ НАУКОВА, будинок 7",Виробництво зброї та боєприпасів,25.40,25,виробництво,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ЛЬВІВСЬКИЙ НАУКОВО-ДОСЛІДНИЙ РАДІОТЕХНІЧНИЙ ІНСТИТУТ""",ДП ЛНДРТІ,25.40 Виробництво зброї та боєприпасів,зареєстровано
14311672,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО СЕРВІСНО-ВИРОБНИЧИЙ ТЕХНО-ТОРГІВЕЛЬНИЙ ЦЕНТР КОМЕРЦІЙНИЙ ""ЛОРТА-СЕРВІС""","ДЕРЖАВНЕ ПІДПРИЄМСТВО СЕРВІСНО-ВИРОБНИЧИЙ ТЕХНО-ТОРГІВЕЛЬНИЙ ЦЕНТР КОМЕРЦІЙНИЙ ""ЛОРТА-СЕРВІС""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,NA,UA-46,Львівська,"79040, Львівська обл., місто Львів, Залізничний район, ВУЛ.ГОРОДОЦЬКА, будинок 321","Роздрібна торгівля побутовими електротоварами, радіота телеапаратурою",52.45,NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне","ДЕРЖАВНЕ ПІДПРИЄМСТВО СЕРВІСНО-ВИРОБНИЧИЙ ТЕХНО-ТОРГІВЕЛЬНИЙ ЦЕНТР КОМЕРЦІЙНИЙ ""ЛОРТА-СЕРВІС""",NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
14311962,0,NA,"ДЕРЖАВНЕ ВИРОБНИЧЕ ОБ'ЄДНАННЯ ""ПОЛЯРОН""","ДЕРЖАВНЕ ВИРОБНИЧЕ ОБ'ЄДНАННЯ ""ПОЛЯРОН""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,ЧАУС ОЛЕКСАНДР МИХАЙЛОВИЧ,UA-46,Львівська,"79034, Львівська обл., місто Львів, Сихівський район, ВУЛИЦЯ УГОРСЬКА, будинок 14",Виробництво електро- та радіокомпонентів,31.20,26,виробництво,в стані припинення,"ДЕРЖАВНЕ ВИРОБНИЧЕ ОБ'ЄДНАННЯ ""ПОЛЯРОН""","ДВО ""ПОЛЯРОН""",31.20.1 ВИРОБНИЦТВО ЕЛЕКТРОРОЗПОДІЛЬНОЇ ТА КОНТРОЛЬНОЇ АПАРАТУРИ,в стані припинення
14314601,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ПРИЙМАЛЬНИХ ЕЛЕКТРОННО-ПРОМЕНЕВИХ ТРУБОК ""ЕРОТРОН""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ПРИЙМАЛЬНИХ ЕЛЕКТРОННО-ПРОМЕНЕВИХ ТРУБОК ""ЕРОТРОН""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,МЕЛЬНИК ЮРІЙ АНАТОЛІЙОВИЧ,UA-46,Львівська,"79057, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ АНТОНОВИЧА, будинок 90",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАУКОВО-ДОСЛІДНИЙ ІНСТИТУТ ПРИЙМАЛЬНИХ ЕЛЕКТРОННО-ПРОМЕНЕВИХ ТРУБОК ""ЕРОТРОН""","ДП ""НДІ ""ЕРОТРОН""",72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
14314713,0,NA,"ДЕРЖАВНЕ НАУКОВО-ДОСЛІДНЕ ПІДПРИЄМСТВО ""КОНЕКС""","ДЕРЖАВНЕ  НАУКОВО-ДОСЛІДНЕ ПІДПРИЄМСТВО ""КОНЕКС""","ДЕРЖАВНИЙ КОНЦЕРН ""УКРОБОРОНПРОМ""",ВАРІЧЕНКО ЛЕОНІД ВІКТОРОВИЧ,UA-46,Львівська,"79060, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ НАУКОВА, будинок 7","Виробництво повітряних і космічних літальних апаратів, супутнього устатковання",30.30,30,виробництво,зареєстровано,"ДЕРЖАВНЕ  НАУКОВО-ДОСЛІДНЕ ПІДПРИЄМСТВО ""КОНЕКС""","ДНДП  ""КОНЕКС""","30.30 Виробництво повітряних і космічних літальних апаратів, супутнього устатковання",зареєстровано
14321570,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОКРЕМА БУДІВЕЛЬНА ДІЛЬНИЦЯ ДЕРЖАВНОЇ ПРИКОРДОННОЇ СЛУЖБИ УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОКРЕМА БУДІВЕЛЬНА ДІЛЬНИЦЯ ДЕРЖАВНОЇ ПРИКОРДОННОЇ СЛУЖБИ УКРАЇНИ""",АДМІНІСТРАЦІЯ ДЕРЖАВНОЇ ПРИКОРДОННОЇ СЛУЖБИ УКРАЇНИ,ПОЛІЩУК ОЛЕКСАНДР СТАНІСЛАВОВИЧ,UA-46,Львівська,"79053, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ ВОЛОДИМИРА ВЕЛИКОГО, будинок 10",Будівництво житлових і нежитлових будівель,41.20,41,будівництво і нерухомість,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ОКРЕМА БУДІВЕЛЬНА ДІЛЬНИЦЯ ДЕРЖАВНОЇ ПРИКОРДОННОЇ СЛУЖБИ УКРАЇНИ""",ОБД ДПСУ,41.20 Будівництво житлових і нежитлових будівель,в стані припинення
19160108,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""НАУКОВО-ТЕХНІЧНИЙ ЦЕНТР ""КОМПОЗИТ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО  ""НАУКОВО-ТЕХНІЧНИЙ ЦЕНТР ""КОМПОЗИТ""",МІНІСТЕРСТВО ЕКОНОМІЧНОГО РОЗВИТКУ І ТОРГІВЛІ УКРАЇНИ,ШЕМЕЛЮК ОЛЕГ МИХАЙЛОВИЧ,UA-46,Львівська,"79035, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ЗЕЛЕНА, будинок 115 Б",Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,72.19,72,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО  ""НАУКОВО-ТЕХНІЧНИЙ ЦЕНТР ""КОМПОЗИТ""","ДП ""НТЦ ""КОМПОЗИТ""",72.19 Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
19168765,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ТЕХНОЛОГІЧНИЙ ІНСТИТУТ ""ЛЬВІВХАРЧОПРОЕКТ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ТЕХНОЛОГІЧНИЙ ІНСТИТУТ ""ЛЬВІВХАРЧОПРОЕКТ""",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,КІТ БОГДАН МИХАЙЛОВИЧ,UA-46,Львівська,"79011, Львівська обл., місто Львів, Галицький район, ВУЛ.ВІТОВСЬКОГО, будинок 18",Діяльність у сфері архітектури,71.12,71,дослідження,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПРОЕКТНО-КОНСТРУКТОРСЬКИЙ ТЕХНОЛОГІЧНИЙ ІНСТИТУТ ""ЛЬВІВХАРЧОПРОЕКТ""","ДП ПКТІ ""ЛЬВІВХАРЧОПРОЕКТ""","71.12 Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",зареєстровано
19325176,0,NA,ДЕРЖАВНЕ ПІДПРИЄМСТВО ЛЬВІВСЬКЕ ВІДДІЛЕННЯ ДЖЕРЕЛ СТРУМУ ІНСТИТУТУ ПРОБЛЕМ МАТЕРІАЛОЗНАВСТВА ІМ ФРАНЦЕВИЧА АН УКРАЇНИ,ДЕРЖАВНЕ ПІДПРИЄМСТВО ЛЬВІВСЬКЕ ВІДДІЛЕННЯ ДЖЕРЕЛ СТРУМУ ІНСТИТУТУ ПРОБЛЕМ МАТЕРІАЛОЗНАВСТВА ІМ ФРАНЦЕВИЧА АН УКРАЇНИ,НАЦІОНАЛЬНА АКАДЕМІЯ НАУК УКРАЇНИ,NA,UA-46,Львівська,"79000, Львівська обл., місто Львів, Залізничний район,  ВУЛ. ПАТОНА, БУД.1",Дослідження і розробки,73 -,NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне",ДЕРЖАВНЕ ПІДПРИЄМСТВО ЛЬВІВСЬКЕ ВІДДІЛЕННЯ ДЖЕРЕЛ СТРУМУ ІНСТИТУТУ ПРОБЛЕМ МАТЕРІАЛОЗНАВСТВА ІМ ФРАНЦЕВИЧА АН УКРАЇНИ,NA,NA,"зареєстровано, свідоцтво про державну реєстрацію недійсне"
19325710,0,NA,"НАВЧАЛЬНО-НАУКОВИЙ ЗАКЛАД ВИЩОЇ ОСВІТИ ""ДОСЛІДНИЦЬКИЙ ЦЕНТР ЛЬВІВСЬКОЇ ПОЛІТЕХНІКИ""","НАВЧАЛЬНО-НАУКОВИЙ  ЗАКЛАД  ВИЩОЇ ОСВІТИ ""ДОСЛІДНИЦЬКИЙ ЦЕНТР ЛЬВІВСЬКОЇ ПОЛІТЕХНІКИ""",МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ,КИЗИМЕНКО ЛЕОНІД ДМИТРІЙОВИЧ,UA-46,Львівська,"79013, Львівська обл., місто Львів, Залізничний район,  ВУЛ. ГОРОДОЦЬКА, будинок 286",Вища освіта,85.42,85,дослідження,зареєстровано,"НАВЧАЛЬНО-НАУКОВИЙ  ЗАКЛАД  ВИЩОЇ ОСВІТИ ""ДОСЛІДНИЦЬКИЙ ЦЕНТР ЛЬВІВСЬКОЇ ПОЛІТЕХНІКИ""","ННЗ ВО ""ДЦ ЛП""",85.42 Вища освіта,зареєстровано
20760167,345178863,2016-11-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ГРУСЯТИЧІ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ГРУСЯТИЧІ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО  РЕГІОНУ НАЦІОНАЛЬНОЇ  АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,ЛУЦІВ МИХАЙЛО ІВАНОВИЧ,UA-46,Львівська,"81717, Львівська обл., Жидачівський район, село Грусятичі",Змішане сільське господарство,01.50,01,сільське і лісове господарство,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ГРУСЯТИЧІ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО  РЕГІОНУ НАЦІОНАЛЬНОЇ  АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДП ""ДГ ""ГРУСЯТИЧІ"" ІСГ КАРПАТСЬКОГО РЕГІОНУ  НААН",01.50 Змішане сільське господарство,в стані припинення
20760210,53952742,2016-03-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ОБРОШИНЕ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ОБРОШИНЕ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,КОБРИН ІГОР РОМАНОВИЧ,UA-46,Львівська,"81118, Львівська обл., Пустомитівський район, село Ставчани, ВУЛИЦЯ СТУСА, будинок 5",Розведення великої рогатої худоби молочних порід,01.41,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""ОБРОШИНЕ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДПДГ ""ОБРОШИНЕ"" ІСГ КАРПАТСЬКОГО РЕГІОНУ НААН УКРАЇНИ",01.41 Розведення великої рогатої худоби молочних порід,зареєстровано
20760227,345473183,2016-11-30,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""МИКЛАШІВ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""МИКЛАШІВ""  ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,САВКА БОГДАН ПЕТРОВИЧ,UA-46,Львівська,"81140, Львівська обл., Пустомитівський район, село Миклашів","Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",01.11,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""МИКЛАШІВ""  ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДП ""ДГ ""МИКЛАШІВ"" ІСГ КАРПАТСЬКОГО РЕГІОНУ НААН""","01.11 Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
20760248,49895878,2016-03-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""РАДЕХІВСЬКЕ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""РАДЕХІВСЬКЕ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""",НАЦІОНАЛЬНА АКАДЕМІЯ АГРАРНИХ НАУК УКРАЇНИ,КРЕТ ІГОР ЮРІЙОВИЧ,UA-46,Львівська,"80221, Львівська обл., Радехівський район, село Собанівка, ВУЛ.ШИРОКА, будинок 1А",Змішане сільське господарство,01.50,01,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ДОСЛІДНЕ ГОСПОДАРСТВО ""РАДЕХІВСЬКЕ"" ІНСТИТУТУ СІЛЬСЬКОГО ГОСПОДАРСТВА КАРПАТСЬКОГО РЕГІОНУ НАЦІОНАЛЬНОЇ АКАДЕМІЇ АГРАРНИХ НАУК УКРАЇНИ""","ДП ""ДГ ""РАДЕХІВСЬКЕ"" ІСГ КАРПАТСЬКОГО РЕГІОНУ НААН""",01.50 Змішане сільське господарство,зареєстровано
20762097,35234574,2016-03-31,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БОРИНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БОРИНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""",ДЕРЖАВНЕ АГЕНТСТВО ЛІСОВИХ РЕСУРСІВ УКРАЇНИ,ІЛЬНИЦЬКИЙ МИХАЙЛО МИХАЙЛОВИЧ,UA-46,Львівська,"82547, Львівська обл., Турківський район, селище міського типу Бориня",Лісівництво та інша діяльність у лісовому господарстві,02.10,02,сільське і лісове господарство,зареєстровано,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""БОРИНСЬКЕ ЛІСОВЕ ГОСПОДАРСТВО""","ДП "" БОРИНСЬКИЙ  ЛІСГОСП""",02.10 Лісівництво та інша діяльність у лісовому господарстві,зареєстровано
20770332,0,NA,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТРИЙСЬКИЙ ВАГОНОРЕМОНТНИЙ ЗАВОД""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТРИЙСЬКИЙ ВАГОНОРЕМОНТНИЙ ЗАВОД""",МІНІСТЕРСТВО ІНФРАСТРУКТУРИ УКРАЇНИ,АЛЄКСЄЄНКО АНАТОЛІЙ ДМИТРОВИЧ,UA-46,Львівська,"82400, Львівська обл., місто Стрий, ВУЛИЦЯ ЗУБЕНКА, будинок 2",Ремонт і технічне обслуговування інших транспортних засобів,33.17,33,виробництво,в стані припинення,"ДЕРЖАВНЕ ПІДПРИЄМСТВО ""СТРИЙСЬКИЙ ВАГОНОРЕМОНТНИЙ ЗАВОД""",СТРИЙСЬКИЙ ВРЗ,33.17 Ремонт і технічне обслуговування інших транспортних засобів,в стані припинення
